datetime,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14
2023-01-01 00:00:00,0.37196977115144914,0.03979393010933147,0.04750551246568234,0.10382221359201764,0.062250615660117546,0.14925884747494567,0.09739525027120477,0.052625631364067074,0.27912145269012656,0.11941757207379225,0.09307480586670541,0.06011828219493768,0.0876512480717079,0.0019951264063517,0.06456916446911899
2023-01-01 01:00:00,0.2888661328873603,0.0357505541398351,0.03740699436015546,0.03891639541877183,0.0475420015643495,0.06076635302887362,0.08113217619834076,0.04235763863443949,0.29265458490834584,0.0829447677393394,0.06829940763027324,0.03659457967732031,0.0841010318082921,0.0078372234612508,0.03986587750596794
2023-01-01 02:00:00,0.17388923475944912,0.0066065480633932935,0.04001349474620708,0.006014942702187319,0.03519036085576333,0.0006047523887650404,0.012383262372316815,0.01993606244330879,0.23605650771933512,0.017537233659824195,0.0024296739200463636,0.03047678070021469,0.0749399615269081,0.0010416332413168,0.0013971297793816501
2023-01-01 03:00:00,0.1261430735291998,0.00034412451221499157,0.01954506789262314,0.007244338989198372,0.004566251013095458,0.0,0.00047888327433783407,0.001425573274695261,0.17962401870948108,0.004043322740629806,0.0003846962981365845,0.042099668519534186,0.0447447042839199,0.0,0.0012858631443800354
2023-01-01 04:00:00,0.10992290342555322,0.00028402309345042275,0.01084790114460128,0.01690239950652637,0.0004226800811419739,0.00014797756664170988,0.00012075080541523896,0.0006462367058714522,0.10515260301860777,0.0015390473206838163,0.0,0.05929244633534361,0.0290787796569026,0.0,0.0004700923801718468
2023-01-01 05:00:00,0.1194128417501262,0.0005462148736610089,0.010569232128197626,0.027114961362794357,0.00012831530428899352,0.000244243718366627,0.0,0.003555377118876314,0.09658076283269729,0.00208498657244748,0.0,0.07223010772131354,0.0364649101020463,0.0,0.0
2023-01-01 06:00:00,0.14054698219486306,0.0005368630490945717,0.007928562714704941,0.02269975958943707,0.0,0.00020663602899116679,0.0,0.0032773538712784754,0.09742645056365698,0.0010649881427001217,0.0,0.06596169690083141,0.0404038113706252,0.0,0.0
2023-01-01 07:00:00,0.16340674800810467,0.0003475619323646386,0.0023340099452726836,0.026050648209427707,0.0,0.0002794911765004846,0.0,0.0011859262655801823,0.09837457220869902,0.0007539835814221521,0.0,0.06580052152003693,0.0412213404973348,0.0,0.0
2023-01-01 08:00:00,0.15969739357630408,0.0002797211117923106,0.0005910016833361848,0.03691110003863385,0.0,0.0004741186911439122,0.0,0.00021281360020226797,0.10412354395376226,0.0014518359471962271,0.0,0.07170136639643747,0.0498611085555132,0.0,0.0
2023-01-01 09:00:00,0.15448352402331778,0.00029539908957836904,0.00014452896191001046,0.050510663599633174,0.0,0.0008016444572547196,0.0,0.0,0.09027636195981151,0.0017755475498703963,0.0,0.0761517686589482,0.0335964576091641,0.0,0.0
2023-01-01 10:00:00,0.09084693590799965,0.0,0.0,0.053551348946052964,0.0,0.0023597814912207997,0.0,0.0,0.05482461495968985,0.00032332009599555535,0.0,0.05813593634972458,0.0012822166766995,0.0,0.00018061591481983254
2023-01-01 11:00:00,0.07530484869589207,0.0,0.0,0.046103930002362,0.0,0.0026120129844166766,0.0,0.0,0.05489632543748949,0.00018119282339716222,0.0,0.053499586314056796,0.0014075640759436,0.0,0.00034167875423329246
2023-01-01 12:00:00,0.15017379401556025,0.00042301353336962887,0.0,0.03372668283565715,0.0,0.0009676307697664773,0.0,0.0,0.18380522900346136,0.0,0.0,0.054381433086860304,0.0135818334186778,0.0,0.0006317788267672021
2023-01-01 13:00:00,0.2470260106660182,0.005759553867710083,0.0,0.03313874429549715,0.0002650990436309617,0.0013497530734326796,0.0006149557257471959,0.0,0.2691974705276685,0.00010688588544383515,0.0,0.0630214788376183,0.0481717220318862,0.0,0.0007114813735560892
2023-01-01 14:00:00,0.28919634904736785,0.01968393504427933,0.00011441280194115017,0.0350842389672451,0.007223244351324644,0.003505588063376398,0.0023673294142362972,0.0,0.29799979026519885,0.00027290093466347413,0.0,0.06718467107778736,0.0767708525938146,0.0,0.0011533188186915065
2023-01-01 15:00:00,0.3334374918657191,0.015944076677491828,0.00025847634216414223,0.04613120093306346,0.011111067967748075,0.006819283978664446,0.0014868437230832119,0.0,0.38203520400093316,0.0015935247025168032,0.00012498243552313122,0.09748646389298446,0.0787713247186997,0.0,0.0013427762851526209
2023-01-01 16:00:00,0.5260181742555955,0.029111561310435664,0.00031959617337980396,0.06780499578830107,0.011691177426700505,0.01374323580101236,0.0030093275715656507,0.00040573555564662816,0.40768880764441695,0.007846616291652007,0.005355172602355776,0.12733177868424178,0.078744187074549,0.0009433907621047,0.002662071225026916
2023-01-01 17:00:00,0.5208950958220787,0.059879307834144344,0.003148611900428399,0.06620392133487638,0.04009875696812833,0.03029638827435225,0.005139726237809635,0.013105831585550197,0.46369461556808245,0.029377232717347053,0.052930595552183074,0.11842641871564827,0.1052647361568376,0.0126579485687555,0.004071771390931395
2023-01-01 18:00:00,0.5756345917196835,0.06633490767473241,0.017764057924541995,0.06673802682092392,0.06833898501812798,0.051233326143637695,0.009783805952573202,0.034845759867597574,0.5135285713928176,0.04708964892580286,0.08060969606407328,0.10720583615906502,0.1347484892489863,0.0406330173311669,0.005168583220799724
2023-01-01 19:00:00,0.5890623373922959,0.06640023415965496,0.018436563699272195,0.10568993907373497,0.05910014023908331,0.08572615333646637,0.03668473591376129,0.05183412421294744,0.5480138030984123,0.07269783941908607,0.09662326862919536,0.15716673911604187,0.168651821566563,0.0467142057574652,0.018866615848214002
2023-01-01 20:00:00,0.5412366288939332,0.07320230365519632,0.02447684466332059,0.15497675080461623,0.06523791088530376,0.11275623502535252,0.06607008222920004,0.06426010051479634,0.5498457682091562,0.10377703333636636,0.11758159080065217,0.2382080576489745,0.2066551563786525,0.0538618658103194,0.042845688764367
2023-01-01 21:00:00,0.47465950211668323,0.06744326736370294,0.053725129154174815,0.21463506072249278,0.0771300694539684,0.12457828501583193,0.07761578292456815,0.09298068534342938,0.42752451730948227,0.1316529580207474,0.14065620649582744,0.271677438616939,0.1616354082144943,0.0668188871121874,0.05572624022380851
2023-01-01 22:00:00,0.36861444103951546,0.0621430921389037,0.07401898006703661,0.23892077425709596,0.0760577588849764,0.14607714537342034,0.10624010467157283,0.10899250840705521,0.34764873944681773,0.15754686309516874,0.15342484702209966,0.2542030412242274,0.1413508957507563,0.0479927000656626,0.06605499703946126
2023-01-01 23:00:00,0.28360851157724465,0.06012965624491123,0.15135397641976217,0.2553223277603665,0.12231600710494575,0.14062273575039305,0.11283689570796733,0.1485199296541743,0.2787249406401614,0.20592258207000075,0.17060139959630524,0.32743482966259524,0.1218821254431032,0.0527112857968199,0.0660663035185576
2023-01-02 00:00:00,0.17175369519813385,0.05320973588852057,0.26973507078661874,0.15169298256712513,0.160246508203642,0.09295303247088602,0.084997301755152,0.1574213241289776,0.20405861117947643,0.16154163797425028,0.11827302573693209,0.25627315248903365,0.0890110287011838,0.0494766001607857,0.029661191832088846
2023-01-02 01:00:00,0.08018191606780277,0.01437578585028671,0.3641138657731249,0.14650141467430677,0.13066725786119693,0.08372670037348692,0.03568571849060776,0.1271967287027036,0.13163959490022573,0.10963157673797151,0.056943055660554215,0.17633616448180123,0.0312166381505579,0.0469806373508927,0.013484861045360017
2023-01-02 02:00:00,0.04237325343431206,0.0002383719694656595,0.2948778289948797,0.14190378232948736,0.06601930915663584,0.049360538485398266,0.015951508806462653,0.07424236122233162,0.06800783340411261,0.07370962207032238,0.025353199267207745,0.15442736212057023,0.0011032356156243,0.0234951832715202,0.0016742512051876033
2023-01-02 03:00:00,0.0252437067577262,0.0,0.22367239417268617,0.12264950330355603,0.03443908812043125,0.027158751703478673,0.011592873499379196,0.06235292270727691,0.013302764079567337,0.0637323662747131,0.027989454365780098,0.15389502727484977,0.0005154126609852,0.0016118311414531,0.0003056236949154022
2023-01-02 04:00:00,0.021992383731736,0.0,0.19491799299655713,0.1144093474701755,0.018509255973231317,0.022107744333799313,0.008256252520088216,0.06376201495892618,0.005625859973553134,0.057754759483495094,0.034908323343055346,0.15397203544216737,0.0004480991488188,0.0013866338854521,0.00032746279575258827
2023-01-02 05:00:00,0.022305262926357202,0.0,0.19394759560851213,0.11132714092329349,0.003191923475403368,0.02360595760338843,0.006136997315398151,0.06546058959892374,0.005628532482068023,0.05286860672829362,0.04017633386887279,0.1589115607243708,0.0004256831275092,0.0058139792454788,0.0014055360813034607
2023-01-02 06:00:00,0.0224155587892906,0.0,0.1761819890227833,0.10586150272059042,0.0015865575005325734,0.021462086754180935,0.002240398492900747,0.05652138944548851,0.005897188678115295,0.03935729720347386,0.03387202756958133,0.15600585496734937,0.0002710827035841,0.0119575417898838,0.0018669566985360065
2023-01-02 07:00:00,0.022929864771225824,0.0,0.17529786391994673,0.13363503505841556,0.0014147438313214006,0.03703463238239491,0.0016828407879649412,0.06079430826773557,0.005360021018295041,0.044793710234554536,0.045404616010442746,0.2045071737822709,0.0,0.0214835981917537,0.004030385731996123
2023-01-02 08:00:00,0.024721379470980975,0.0,0.21377945874297338,0.1779814126514581,0.002128865318390421,0.059766398165285756,0.002908699992208096,0.07704077704731921,0.006650107060614758,0.06196926942249242,0.06117849995364545,0.28912492337401097,0.0002495677642572,0.0397952428830215,0.006499927578858882
2023-01-02 09:00:00,0.02693048382506645,0.0,0.23411931491973648,0.17449874756123537,0.008659326396344608,0.06754981404846876,0.006262458600410314,0.08947724602890546,0.007568735372001461,0.07409660475468179,0.07266078180364201,0.335288140247351,0.0002728724012187,0.051959986780204,0.004875358943104894
2023-01-02 10:00:00,0.0307277108913932,0.0,0.28707980378233516,0.12603795967827094,0.02120215646408612,0.04245279880506998,0.0023584768932508973,0.1010168526927772,0.013099852669787533,0.059566222924259796,0.06537441735844478,0.2686016274361773,0.0001895116045584,0.0705618484347474,0.00020429810676453732
2023-01-02 11:00:00,0.019256518849360374,0.0,0.17482845642925574,0.08307675897086805,0.0037168019607440672,0.013070810744849965,0.0,0.045952867885786584,0.001053630886160565,0.013846042206100929,0.02057008593901174,0.19953735816928256,0.0,0.0269182242599188,0.0
2023-01-02 12:00:00,0.016699402258286998,0.0,0.12821585972015268,0.10402157155575566,0.0005392778278747814,0.03902852204665214,0.00018499857767711146,0.06022418120046305,0.007421677764021748,0.037080595864634316,0.0694841294161084,0.17638486160362302,0.0,0.0162572775011748,0.0016969813047088382
2023-01-02 13:00:00,0.04043895454188576,0.0,0.13219035061548146,0.1136082066114805,0.011050545962972887,0.06722379810080467,0.010589939179652074,0.08116232434064173,0.05168752044438682,0.07581165938438122,0.11334170945381815,0.17729086449001827,0.003894006504732,0.0228241389872981,0.009182713045471916
2023-01-02 14:00:00,0.13206521124621615,0.01810025356589457,0.17872961507337473,0.06708304722068369,0.06707616388300483,0.046564882960361806,0.028030062346654373,0.10753478465725476,0.13723904889480368,0.09159845190875801,0.14026705236260392,0.11625605632345912,0.0698561060662363,0.0425811776148727,0.0028287129358915693
